,Age,Workclass,fnlwgt,Education,Education.Num,Marital.Status,Occupation,Race,Sex,Capital.Gain,Hours.per.week,Country,Salary
25,17,Private,364782,Bachelors,13,Married,Exec-managerial,Black,Male,0,60,US,>50K
26,30,Private,198996,HS-grad,9,Married,Handlers-cleaners,Black,Male,0,20,US,<=50K
27,45,Private,198996,Some-college,10,Never-married,Sales,White,Female,0,20,US,<=50K
28,44,Private,364782,Some-college,10,Never-married,Other-service,White,Male,0,40,US,<=50K
29,25,Private,198996,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
30,42,Other,364782,Bachelors,13,Never-married,Exec-managerial,White,Male,0,35,US,<=50K
31,43,Private,198996,Some-college,10,Married,Exec-managerial,White,Male,0,40,US,<=50K
32,40,Private,198996,Some-college,10,Married,Machine-op-inspct,White,Male,0,40,US,>50K
33,48,Other,198996,Bachelors,13,Married,Prof-specialty,White,Male,0,45,US,<=50K
34,21,Private,198996,Some-college,10,Married,Other-service,White,Male,0,45,US,<=50K
35,42,Private,198996,Bachelors,13,Married,Prof-specialty,White,Male,0,40,US,>50K
36,27,Private,198996,Masters,14,Never-married,Prof-specialty,White,Female,0,50,US,<=50K
37,32,Private,364782,<=12th,6,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
38,55,Other,198996,<=12th,3,Married,Prof-specialty,White,Male,0,40,US,<=50K
39,39,Private,364782,HS-grad,9,Widowed,Adm-clerical,White,Female,0,50,US,<=50K
40,27,Private,364782,Some-college,10,Divorced,Exec-managerial,White,Female,0,25,US,<=50K
41,24,Other,364782,HS-grad,9,Never-married,Sales,White,Male,0,40,US,<=50K
42,41,Private,364782,Assoc-acdm,12,Never-married,Handlers-cleaners,White,Male,0,20,US,<=50K
43,31,Private,198996,Bachelors,13,Married,Prof-specialty,White,Male,0,40,US,<=50K
44,23,Private,364782,Some-college,10,Never-married,Sales,White,Male,0,45,US,<=50K
45,24,Private,364782,HS-grad,9,Never-married,Sales,White,Male,0,40,US,<=50K
46,27,Other,198996,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,>50K
47,18,Private,198996,<=12th,3,Divorced,Farming-fishing,White,Male,0,20,US,<=50K
48,19,Private,364782,Masters,14,Married,Exec-managerial,White,Male,0,50,US,>50K
49,41,Private,198996,<=12th,6,Never-married,Handlers-cleaners,White,Male,0,20,US,<=50K
50,25,Private,364782,Bachelors,13,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
51,39,Private,364782,HS-grad,9,Never-married,Adm-clerical,White,Male,0,40,US,<=50K
52,36,Private,198996,Some-college,10,Married,Sales,White,Male,0,20,US,>50K
53,39,Private,364782,Some-college,10,Divorced,Prof-specialty,Black,Female,0,60,US,<=50K
54,21,Private,364782,Some-college,10,Never-married,Other-service,White,Male,0,45,US,<=50K
55,41,Private,364782,Some-college,10,Divorced,Craft-repair,White,Male,0,40,US,<=50K
56,29,Other,364782,HS-grad,9,Divorced,?,White,Female,0,40,US,<=50K
57,18,Private,198996,<=12th,7,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
58,29,Private,198996,HS-grad,9,Divorced,Craft-repair,White,Male,0,40,US,<=50K
59,48,Private,364782,Bachelors,13,Married,Exec-managerial,White,Male,0,40,US,<=50K
60,29,Private,364782,Some-college,10,Never-married,Tech-support,White,Female,0,40,US,<=50K
61,40,Private,364782,Bachelors,13,Never-married,Prof-specialty,White,Female,0,20,US,<=50K
62,18,Private,198996,<=12th,7,Never-married,Sales,White,Female,0,25,US,<=50K
63,33,Government,364782,HS-grad,9,Married,Tech-support,White,Male,0,40,US,>50K
64,31,Private,293690,Assoc-voc,11,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,40,US,>50K
65,50,Private,198996,HS-grad,9,Married,Machine-op-inspct,White,Male,0,45,US,<=50K
66,47,Other,293690,Bachelors,13,Widowed,?,Black,Female,0,45,US,<=50K
67,49,Private,364782,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
68,34,Private,364782,HS-grad,9,Never-married,Adm-clerical,White,Female,0,30,US,<=50K
69,41,Private,198996,Bachelors,13,Married,Prof-specialty,White,Male,0,45,US,>50K
70,44,Private,198996,<=12th,3,Married,Other-service,White,Male,0,40,US,<=50K
71,23,Other,198996,HS-grad,9,Never-married,?,White,Male,0,40,US,<=50K
72,36,Private,198996,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,>50K
73,40,Private,198996,Masters,14,Married,Sales,White,Male,0,50,US,>50K
74,41,Private,198996,HS-grad,9,Married,Handlers-cleaners,White,Male,0,40,US,>50K
75,55,Private,364782,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
76,25,Private,364782,Some-college,10,Never-married,Sales,White,Female,0,50,US,<=50K
77,37,Other,198996,Masters,14,Married,Exec-managerial,White,Male,0,50,US,>50K
78,35,Other,198996,Some-college,10,Married,Sales,White,Male,0,40,US,>50K
79,35,Private,364782,Bachelors,13,Never-married,Tech-support,White,Female,0,40,US,<=50K
80,42,Government,364782,Some-college,10,Married,Prof-specialty,White,Male,0,40,US,<=50K
81,51,Private,364782,HS-grad,9,Divorced,Adm-clerical,White,Female,0,40,US,<=50K
82,23,Private,198996,HS-grad,9,Never-married,Sales,White,Male,0,50,US,<=50K
83,25,Government,198996,Assoc-acdm,12,Married,Prof-specialty,White,Male,0,40,US,<=50K
84,27,Private,364782,<=12th,4,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
85,33,Private,198996,HS-grad,9,Married,Handlers-cleaners,White,Male,0,40,US,<=50K
86,23,Private,364782,Some-college,10,Never-married,Other-service,White,Female,0,40,US,<=50K
87,51,Private,198996,HS-grad,9,Divorced,Craft-repair,White,Male,0,40,Non-US,<=50K
88,31,Private,198996,HS-grad,9,Married,Transport-moving,White,Male,0,40,US,<=50K
89,48,Private,364782,Some-college,10,Married,Exec-managerial,White,Male,0,40,US,>50K
90,22,Private,364782,Some-college,10,Never-married,Craft-repair,White,Male,0,40,US,<=50K
91,26,Private,364782,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
92,37,Private,364782,Some-college,10,Divorced,Exec-managerial,White,Female,0,50,US,<=50K
93,36,Private,198996,HS-grad,9,Married,Protective-serv,White,Male,0,40,US,<=50K
94,43,Private,364782,Some-college,10,Married,Adm-clerical,White,Male,0,40,US,>50K
95,36,Other,198996,HS-grad,9,Married,Sales,White,Male,0,45,US,<=50K
96,39,Private,198996,HS-grad,9,Divorced,Craft-repair,White,Male,0,40,US,<=50K
97,42,Private,198996,HS-grad,9,Married,Exec-managerial,White,Male,0,60,US,>50K
98,28,Private,198996,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
99,37,Private,364782,Some-college,10,Widowed,Adm-clerical,White,Female,0,55,US,<=50K
100,31,Private,198996,HS-grad,9,Never-married,Sales,White,Male,0,20,US,<=50K
101,36,Private,198996,Masters,14,Never-married,Prof-specialty,Other,Male,0,50,Non-US,<=50K
102,26,Private,364782,Some-college,10,Never-married,Sales,White,Female,0,50,US,>50K
103,23,Private,364782,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
104,48,Private,198996,Masters,14,Married,Prof-specialty,White,Male,0,40,US,>50K
105,33,Private,198996,<=12th,6,Married,Sales,White,Male,0,40,US,<=50K
106,34,Private,198996,Assoc-voc,11,Married,Other-service,White,Male,0,40,US,<=50K
107,23,Other,198996,HS-grad,9,Married,?,White,Male,0,25,Non-US,<=50K
108,24,Private,198996,HS-grad,9,Married,Exec-managerial,White,Male,0,40,US,<=50K
109,33,Other,364782,Some-college,10,Married,Sales,Amer-Indian-Eskimo,Female,0,20,US,>50K
110,46,Private,293690,Some-college,10,Separated,Exec-managerial,White,Female,0,35,US,<=50K
111,51,Other,198996,HS-grad,9,Never-married,Exec-managerial,White,Male,0,45,US,<=50K
112,43,Private,364782,Some-college,10,Never-married,Exec-managerial,White,Female,0,40,US,<=50K
113,29,Private,364782,HS-grad,9,Divorced,Sales,White,Female,0,25,US,<=50K
114,36,Private,364782,HS-grad,9,Never-married,Handlers-cleaners,White,Female,0,30,US,<=50K
115,47,Private,198996,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
116,26,Private,198996,Bachelors,13,Married,Sales,White,Male,0,50,US,>50K
117,34,Other,198996,HS-grad,9,Married,Exec-managerial,White,Male,0,50,US,<=50K
118,24,Private,364782,Some-college,10,Never-married,Handlers-cleaners,White,Female,0,40,US,<=50K
119,33,Other,198996,<=12th,3,Married,?,White,Male,0,40,Non-US,<=50K
120,39,Government,198996,Bachelors,13,Married,Prof-specialty,White,Male,0,40,US,<=50K
121,54,Private,364782,Bachelors,13,Never-married,Exec-managerial,White,Male,0,45,US,<=50K
122,28,Private,198996,<=12th,2,Never-married,Other-service,White,Male,0,25,Non-US,<=50K
123,26,Government,364782,HS-grad,9,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
124,51,Other,364782,Some-college,10,Never-married,Farming-fishing,White,Male,0,45,US,<=50K
125,47,Private,364782,Bachelors,13,Married,Prof-specialty,White,Male,0,40,US,<=50K
126,25,Private,198996,HS-grad,9,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
127,27,Private,364782,Masters,14,Divorced,Exec-managerial,White,Female,0,40,US,<=50K
128,42,Government,364782,HS-grad,9,Divorced,Prof-specialty,White,Female,0,40,US,<=50K
129,41,Private,198996,HS-grad,9,Never-married,Craft-repair,White,Male,0,40,Non-US,<=50K
130,32,Private,198996,Bachelors,13,Married,Transport-moving,White,Male,0,40,US,>50K
131,21,Other,364782,Some-college,10,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
132,28,Private,198996,<=12th,10,Married,Exec-managerial,Other,Female,0,50,Non-US,<=50K
133,27,Private,198996,<=12th,7,Divorced,Craft-repair,White,Male,0,40,US,<=50K
134,29,Government,364782,Bachelors,13,Divorced,Adm-clerical,White,Female,0,40,US,<=50K
135,38,Private,364782,HS-grad,9,Separated,Other-service,White,Female,0,40,US,<=50K
136,51,Private,293690,Assoc-voc,11,Divorced,Prof-specialty,White,Female,0,40,US,<=50K
137,29,Private,364782,HS-grad,9,Divorced,Adm-clerical,White,Female,0,40,US,<=50K
138,51,Private,198996,HS-grad,9,Divorced,Handlers-cleaners,White,Male,0,40,US,<=50K
139,37,Other,364782,HS-grad,9,Divorced,Tech-support,White,Male,0,40,US,<=50K
140,39,Other,364782,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
141,48,Private,198996,Some-college,10,Separated,Prof-specialty,White,Female,0,40,US,<=50K
142,47,Private,364782,Some-college,10,Widowed,Adm-clerical,White,Female,0,40,US,<=50K
143,43,Private,364782,Assoc-acdm,12,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
144,37,Private,364782,Some-college,10,Widowed,Adm-clerical,White,Female,0,40,US,<=50K
145,40,Private,364782,Some-college,10,Married,Adm-clerical,White,Female,0,40,US,<=50K
146,23,Private,364782,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
147,33,Other,198996,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,<=50K
148,38,Private,364782,HS-grad,9,Divorced,Sales,Black,Female,0,40,US,<=50K
149,25,Private,198996,Some-college,10,Divorced,Handlers-cleaners,White,Female,0,40,US,<=50K
150,21,Other,364782,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
151,23,Private,198996,Some-college,10,Never-married,Sales,White,Male,0,35,US,<=50K
152,37,Other,364782,HS-grad,9,Married,Protective-serv,White,Male,0,40,US,>50K
153,39,Government,198996,Masters,14,Married,Adm-clerical,White,Male,0,40,US,>50K
154,22,Other,198996,HS-grad,9,Married,Sales,White,Female,0,45,US,<=50K
155,50,Government,364782,<=12th,6,Married,Craft-repair,White,Male,0,40,US,<=50K
156,35,Private,364782,HS-grad,9,Married,Exec-managerial,White,Female,0,45,US,>50K
157,35,Private,198996,Some-college,10,Married,Sales,White,Male,0,40,US,>50K
158,47,Private,364782,HS-grad,9,Never-married,Adm-clerical,White,Male,0,40,US,<=50K
159,51,Private,364782,Assoc-voc,11,Married,Adm-clerical,White,Male,0,40,US,<=50K
160,47,Private,364782,Some-college,10,Never-married,Other-service,White,Male,0,30,US,<=50K
161,24,Private,198996,Bachelors,13,Never-married,Exec-managerial,White,Female,0,40,US,>50K
162,21,Government,364782,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
163,35,Private,198996,Bachelors,13,Married,Exec-managerial,Asian-Pac-Islander,Male,0,50,Non-US,<=50K
164,49,Private,198996,<=12th,4,Married,Sales,White,Male,0,40,Non-US,<=50K
165,27,Private,198996,Bachelors,13,Married,Prof-specialty,Black,Male,0,50,US,>50K
166,48,Government,198996,Masters,14,Married,Prof-specialty,White,Male,0,40,US,>50K
167,22,Private,364782,Some-college,10,Married,Tech-support,White,Male,0,40,US,<=50K
168,38,Other,198996,Some-college,10,Married,Prof-specialty,White,Male,0,40,US,<=50K
169,40,Private,198996,Bachelors,13,Married,Sales,White,Male,0,40,US,>50K
170,25,Government,364782,Assoc-voc,11,Never-married,Priv-house-serv,White,Female,0,40,US,<=50K
171,38,Private,364782,Some-college,10,Divorced,Adm-clerical,White,Female,0,40,US,<=50K
172,27,Private,364782,Some-college,10,Married,Exec-managerial,White,Male,0,45,US,<=50K
173,25,Private,198996,HS-grad,9,Divorced,Prof-specialty,White,Female,0,40,US,<=50K
174,18,Private,364782,Some-college,10,Divorced,Other-service,White,Female,0,20,US,<=50K
175,27,Private,198996,Bachelors,13,Married,Transport-moving,White,Male,0,40,US,<=50K
176,29,Other,364782,HS-grad,9,Divorced,Craft-repair,White,Male,0,40,US,<=50K
177,35,Private,198996,Prof-school,15,Married,Exec-managerial,White,Male,0,45,US,>50K
178,49,Other,198996,Some-college,10,Married,Sales,White,Male,0,45,US,>50K
179,33,Government,364782,Masters,14,Married,Exec-managerial,Black,Male,0,40,US,<=50K
180,40,Private,364782,Assoc-voc,11,Never-married,Other-service,Black,Female,0,40,US,<=50K
181,24,Private,198996,HS-grad,9,Never-married,Handlers-cleaners,White,Female,0,35,US,<=50K
182,21,Other,364782,Some-college,10,Never-married,?,White,Male,0,40,US,<=50K
183,41,Private,198996,Assoc-voc,11,Married,Handlers-cleaners,White,Male,0,40,US,<=50K
184,18,Private,198996,HS-grad,9,Married,Sales,White,Female,0,40,US,>50K
185,42,Other,198996,Assoc-voc,11,Married,Prof-specialty,White,Male,0,40,US,<=50K
186,47,Government,364782,HS-grad,9,Never-married,Other-service,White,Female,0,40,US,<=50K
187,55,Private,198996,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
188,39,Other,364782,<=12th,6,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
189,23,Other,198996,Doctorate,16,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
190,28,Private,198996,<=12th,7,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
191,33,Government,364782,Bachelors,13,Never-married,Prof-specialty,Black,Female,0,40,US,<=50K
192,43,Other,198996,Masters,14,Married,Exec-managerial,White,Male,0,50,US,>50K
193,39,Private,293690,<=12th,8,Divorced,Adm-clerical,Black,Male,0,35,US,>50K
194,31,Private,198996,Bachelors,13,Married,Sales,White,Male,0,40,US,>50K
195,26,Private,198996,Bachelors,13,Never-married,Tech-support,White,Male,0,40,US,<=50K
196,22,Other,198996,HS-grad,9,Married,Sales,White,Male,0,45,US,<=50K
197,29,Government,198996,Bachelors,13,Married,Prof-specialty,Black,Male,0,40,Non-US,>50K
198,45,Private,198996,Doctorate,16,Married,Prof-specialty,Black,Male,0,40,US,>50K
199,18,Private,364782,<=12th,6,Never-married,Other-service,White,Male,0,25,US,<=50K
200,44,Other,364782,Some-college,10,Married,?,White,Female,0,45,US,<=50K
201,54,Other,198996,Prof-school,15,Married,Prof-specialty,White,Male,0,40,US,>50K
202,47,Private,364782,HS-grad,9,Never-married,Other-service,White,Female,0,30,US,<=50K
203,40,Private,364782,Some-college,10,Never-married,Other-service,White,Female,0,50,US,<=50K
204,17,Private,198996,<=12th,6,Married,Craft-repair,White,Male,0,40,US,<=50K
205,27,Private,198996,<=12th,6,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
206,44,Other,364782,Some-college,10,Never-married,Adm-clerical,White,Male,0,40,US,<=50K
207,20,Private,198996,HS-grad,9,Married,Transport-moving,White,Male,0,40,US,<=50K
208,44,Other,198996,Some-college,10,Married,Sales,White,Male,0,60,US,>50K
209,21,Private,364782,Some-college,10,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
210,43,Private,364782,Some-college,10,Never-married,Other-service,White,Male,0,40,US,<=50K
211,39,Private,198996,Bachelors,13,Never-married,Craft-repair,White,Male,0,40,US,<=50K
212,47,Private,364782,Bachelors,13,Married,Sales,White,Male,0,50,US,>50K
213,27,Government,364782,Some-college,10,Divorced,Adm-clerical,White,Male,0,40,US,<=50K
214,28,Private,198996,<=12th,6,Married,Craft-repair,White,Male,0,40,US,<=50K
215,37,Private,364782,Assoc-voc,11,Married,Other-service,White,Male,0,40,US,<=50K
216,49,Private,198996,<=12th,4,Never-married,Sales,White,Male,0,35,US,<=50K
217,42,Other,198996,Prof-school,15,Divorced,Prof-specialty,White,Female,0,40,US,>50K
218,29,Government,364782,Assoc-acdm,12,Divorced,Machine-op-inspct,Other,Female,0,20,US,<=50K
219,35,Other,198996,Doctorate,16,Married,Prof-specialty,Asian-Pac-Islander,Male,0,50,US,>50K
220,55,Private,198996,<=12th,2,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
221,29,Private,364782,Assoc-acdm,12,Married,Tech-support,White,Male,0,40,US,<=50K
222,49,Private,364782,<=12th,7,Never-married,Sales,White,Female,0,40,US,<=50K
223,45,Government,364782,Some-college,10,Married,Prof-specialty,White,Female,0,40,US,>50K
224,18,Private,364782,<=12th,7,Never-married,Other-service,White,Male,0,30,US,<=50K
225,38,Private,198996,HS-grad,9,Divorced,Sales,White,Female,0,40,US,<=50K
226,50,Other,364782,Some-college,10,Married,?,White,Male,0,40,US,<=50K
227,40,Private,364782,Some-college,10,Married,Adm-clerical,White,Female,0,50,US,>50K
228,27,Other,364782,Some-college,10,Divorced,?,White,Female,0,40,US,<=50K
229,34,Private,364782,HS-grad,9,Divorced,Adm-clerical,Black,Female,0,40,US,<=50K
230,37,Private,364782,HS-grad,9,Never-married,Adm-clerical,White,Female,0,30,US,<=50K
231,37,Private,198996,Assoc-voc,11,Married,Craft-repair,White,Male,0,40,US,<=50K
232,44,Private,364782,Bachelors,13,Never-married,Sales,White,Female,0,40,US,<=50K
233,33,Private,364782,Some-college,10,Married,Adm-clerical,Black,Male,0,40,US,<=50K
234,25,Private,364782,HS-grad,9,Never-married,Machine-op-inspct,Black,Female,0,40,US,<=50K
235,29,Private,364782,HS-grad,9,Divorced,Tech-support,White,Male,0,40,US,<=50K
236,36,Private,198996,HS-grad,9,Divorced,Transport-moving,White,Male,0,40,US,<=50K
237,41,Private,364782,Some-college,10,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
238,32,Other,364782,Some-college,10,Married,Exec-managerial,White,Male,0,40,US,<=50K
239,27,Private,364782,Assoc-acdm,12,Separated,Sales,White,Female,0,40,Non-US,<=50K
240,28,Private,198996,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,>50K
241,39,Private,364782,HS-grad,9,Widowed,Adm-clerical,White,Female,0,35,US,<=50K
242,25,Government,198996,Masters,14,Married,Prof-specialty,Black,Male,0,50,US,>50K
243,22,Private,364782,HS-grad,9,Never-married,Craft-repair,White,Male,0,40,US,<=50K
244,46,Private,364782,Assoc-voc,11,Never-married,Exec-managerial,Black,Male,0,40,US,>50K
245,18,Private,364782,<=12th,7,Separated,Other-service,White,Male,0,50,US,<=50K
246,37,Private,198996,Masters,14,Never-married,Exec-managerial,White,Male,0,40,US,>50K
247,18,Private,364782,Some-college,10,Never-married,Other-service,White,Female,0,30,US,<=50K
248,18,Private,364782,Some-college,10,Divorced,Adm-clerical,White,Female,0,40,US,<=50K
249,32,Private,364782,Bachelors,13,Never-married,Tech-support,White,Male,0,40,Non-US,<=50K
250,32,Private,364782,HS-grad,9,Separated,Sales,White,Female,0,40,US,<=50K
251,22,Government,198996,HS-grad,9,Married,Craft-repair,Black,Male,0,40,US,>50K
252,35,Other,198996,Prof-school,16,Married,Prof-specialty,Asian-Pac-Islander,Male,0,25,Non-US,>50K
253,35,Private,364782,Some-college,10,Divorced,Exec-managerial,White,Female,0,40,US,>50K
254,55,Private,364782,Assoc-acdm,12,Married,Craft-repair,White,Male,0,40,US,<=50K
255,44,Private,198996,HS-grad,9,Married,Sales,White,Male,0,40,US,>50K
256,37,Private,198996,Masters,14,Divorced,Prof-specialty,White,Female,0,45,US,>50K
257,24,Government,198996,Masters,14,Never-married,Prof-specialty,White,Male,0,40,US,<=50K
258,24,Private,198996,HS-grad,9,Married,Sales,White,Male,0,45,US,<=50K
259,43,Private,364782,Some-college,10,Divorced,Exec-managerial,White,Male,0,40,US,<=50K
260,22,Private,198996,Bachelors,13,Never-married,Priv-house-serv,Black,Female,0,50,Non-US,>50K
261,51,Other,364782,<=12th,7,Never-married,Sales,White,Female,0,25,US,<=50K
262,21,Private,364782,HS-grad,9,Never-married,Other-service,White,Male,0,40,US,<=50K
263,18,Other,364782,<=12th,8,Married,Adm-clerical,White,Female,0,35,US,<=50K
264,17,Private,364782,HS-grad,9,Never-married,Other-service,White,Female,0,30,US,<=50K
265,42,Private,198996,<=12th,4,Divorced,Transport-moving,White,Male,0,40,US,<=50K
266,49,Private,198996,<=12th,4,Married,Handlers-cleaners,White,Male,0,40,US,<=50K
267,23,Other,364782,HS-grad,9,Widowed,?,White,Female,0,45,US,<=50K
268,28,Private,198996,<=12th,3,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
269,44,Other,198996,Bachelors,13,Married,Exec-managerial,White,Female,0,50,US,<=50K
270,27,Private,198996,HS-grad,9,Married,Exec-managerial,White,Male,0,40,US,<=50K
271,21,Private,198996,HS-grad,9,Married,Prof-specialty,White,Male,0,40,US,<=50K
272,51,Private,198996,HS-grad,9,Never-married,Transport-moving,White,Male,0,40,Non-US,<=50K
273,37,Private,198996,Assoc-acdm,12,Married,Adm-clerical,White,Male,0,40,US,>50K
274,42,Other,364782,HS-grad,9,Married,Adm-clerical,White,Male,0,40,US,<=50K
275,49,Private,364782,HS-grad,9,Married,Exec-managerial,White,Male,0,40,US,<=50K
276,39,Private,198996,HS-grad,9,Married,Other-service,White,Male,0,40,US,<=50K
277,25,Private,198996,<=12th,4,Separated,Farming-fishing,Black,Female,0,40,US,<=50K
278,56,Other,198996,Prof-school,15,Married,Exec-managerial,White,Male,0,45,US,>50K
279,52,Private,364782,Some-college,10,Divorced,Tech-support,White,Male,0,40,US,>50K
280,24,Private,364782,HS-grad,9,Never-married,Other-service,White,Female,0,50,US,<=50K
281,36,Private,198996,HS-grad,9,Married,Transport-moving,White,Male,0,40,US,<=50K
282,48,Private,198996,Some-college,10,Separated,Sales,White,Female,0,40,US,<=50K
283,22,Private,198996,Some-college,10,Married,Sales,White,Female,0,40,US,<=50K
284,53,Government,364782,Bachelors,13,Married,Tech-support,White,Female,0,40,US,<=50K
285,35,Private,364782,Bachelors,13,Married,Other-service,White,Male,0,40,US,>50K
286,27,Private,198996,Some-college,10,Never-married,Sales,White,Female,0,35,US,<=50K
287,44,Other,364782,Some-college,10,Never-married,?,White,Male,0,30,US,<=50K
288,44,Private,198996,<=12th,5,Married,Other-service,White,Male,0,40,US,>50K
289,18,Private,364782,Some-college,10,Never-married,Adm-clerical,Black,Male,0,30,US,<=50K
290,18,Private,364782,Some-college,10,Never-married,Prof-specialty,White,Male,0,40,US,<=50K
291,55,Private,198996,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
292,38,Private,198996,Some-college,10,Married,Craft-repair,White,Male,0,40,US,>50K
293,35,Government,198996,Masters,14,Married,Prof-specialty,White,Female,0,50,US,>50K
294,26,Private,364782,HS-grad,9,Never-married,Other-service,White,Male,0,40,US,<=50K
295,28,Private,198996,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
296,23,Other,198996,<=12th,7,Never-married,Sales,White,Male,0,15,US,<=50K
297,37,Government,364782,Some-college,10,Married,Craft-repair,White,Male,0,40,US,>50K
298,25,Other,364782,Some-college,10,Married,Exec-managerial,Black,Female,0,40,US,<=50K
299,17,Private,364782,Assoc-voc,11,Divorced,Tech-support,White,Female,0,40,US,<=50K
300,23,Private,364782,Some-college,10,Separated,Other-service,Asian-Pac-Islander,Female,0,40,US,<=50K
301,42,Other,198996,<=12th,3,Widowed,?,White,Female,0,40,US,<=50K
302,35,Private,364782,<=12th,7,Never-married,Adm-clerical,White,Female,0,50,US,<=50K
303,50,Private,198996,<=12th,7,Married,Craft-repair,White,Male,0,40,US,<=50K
304,44,Other,198996,Bachelors,13,Married,Sales,White,Male,0,60,US,<=50K
305,33,Government,364782,HS-grad,9,Divorced,Handlers-cleaners,White,Male,0,40,US,>50K
306,42,Private,198996,Doctorate,16,Married,Exec-managerial,White,Male,0,45,US,>50K
307,44,Private,364782,<=12th,6,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
