,Age,Workclass,fnlwgt,Education,Education.Num,Marital.Status,Occupation,Race,Sex,Capital.Gain,Hours.per.week,Country,Salary
71,17,Private,213408,HS-grad,9,Never-married,Handlers-cleaners,White,Female,0,40,US,<=50K
72,18,Private,191497,Some-college,10,Separated,Sales,White,Female,0,20,US,<=50K
73,43,Private,213408,<=12th,8,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
74,21,Private,274363,<=12th,5,Never-married,Transport-moving,White,Male,0,40,US,<=50K
75,47,Other,213408,HS-grad,9,Married,Prof-specialty,White,Male,0,40,US,<=50K
76,44,Government,191497,Bachelors,13,Never-married,Prof-specialty,Black,Male,0,40,US,>50K
77,18,Private,191497,HS-grad,9,Separated,Sales,White,Female,0,40,US,>50K
78,32,Private,191497,HS-grad,9,Never-married,Sales,White,Female,0,40,US,<=50K
79,17,Private,213408,Some-college,10,Never-married,Sales,White,Male,0,50,US,<=50K
80,33,Private,213408,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,Non-US,<=50K
81,49,Private,191497,Bachelors,13,Divorced,Other-service,White,Female,0,45,US,<=50K
82,84,Other,191497,Some-college,10,Never-married,?,White,Female,0,50,US,<=50K
83,26,Private,213408,Some-college,10,Married,Sales,White,Female,0,45,US,>50K
84,50,Other,274363,Masters,5,Never-married,Farming-fishing,White,Male,0,40,US,<=50K
85,32,Private,213408,HS-grad,9,Divorced,Adm-clerical,White,Male,0,45,Non-US,<=50K
86,18,Other,274363,<=12th,5,Never-married,Transport-moving,White,Male,0,40,US,<=50K
87,37,Private,213408,<=12th,6,Married,Transport-moving,White,Male,0,48,US,<=50K
88,25,Private,191497,Assoc-voc,11,Never-married,Sales,White,Male,0,20,US,<=50K
89,41,Private,213408,<=12th,5,Never-married,Exec-managerial,Black,Male,0,40,US,<=50K
90,46,Private,191497,Doctorate,16,Married,Priv-house-serv,White,Male,0,35,Non-US,>50K
91,32,Private,213408,HS-grad,9,Never-married,Sales,White,Male,0,50,US,<=50K
92,48,Other,274363,Doctorate,6,Married,Prof-specialty,White,Female,0,48,US,<=50K
93,37,Private,213408,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
94,43,Private,213408,Some-college,10,Married,Exec-managerial,White,Female,0,40,US,<=50K
95,25,Private,191497,Bachelors,13,Never-married,Exec-managerial,White,Female,0,40,US,<=50K
96,20,Private,191497,Some-college,10,Never-married,Adm-clerical,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
97,29,Private,213408,Bachelors,13,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
98,43,Government,213408,Bachelors,13,Married,Exec-managerial,White,Male,0,40,US,>50K
99,23,Private,191497,Bachelors,13,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
100,67,Other,213408,HS-grad,9,Married,Other-service,White,Female,0,48,US,<=50K
101,58,Private,213408,Some-college,10,Married,Sales,White,Male,0,40,US,<=50K
102,26,Other,191497,HS-grad,9,Divorced,Sales,White,Female,0,45,US,<=50K
103,46,Private,213408,Prof-school,15,Married,Prof-specialty,White,Female,0,40,US,>50K
104,18,Private,191497,Bachelors,13,Separated,Sales,Black,Female,0,20,US,<=50K
105,39,Other,274363,<=12th,5,Married,Farming-fishing,White,Male,0,89,Non-US,<=50K
106,20,Private,213408,<=12th,4,Divorced,Transport-moving,White,Male,0,40,US,<=50K
107,25,Private,191497,Assoc-voc,11,Married,Tech-support,White,Male,0,52,US,<=50K
108,33,Private,213408,HS-grad,9,Married,Sales,White,Male,0,60,US,>50K
109,24,Private,213408,Bachelors,13,Married,Adm-clerical,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
110,31,Private,191497,Bachelors,13,Divorced,Sales,White,Female,0,45,US,<=50K
111,30,Private,191497,Some-college,10,Never-married,Craft-repair,White,Male,0,40,Non-US,<=50K
112,32,Private,213408,<=12th,5,Divorced,Exec-managerial,White,Male,0,40,US,<=50K
113,17,Private,213408,<=12th,4,Divorced,Transport-moving,White,Male,0,40,US,<=50K
114,36,Private,191497,Masters,14,Never-married,Other-service,Black,Female,0,40,US,<=50K
115,30,Private,191497,Some-college,10,Divorced,Exec-managerial,Black,Female,0,40,US,<=50K
116,22,Private,274363,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
117,19,Other,191497,HS-grad,9,Married,Tech-support,White,Male,0,40,US,<=50K
118,43,Government,191497,Bachelors,13,Never-married,Craft-repair,Black,Female,0,40,US,<=50K
119,44,Private,191497,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,40,US,>50K
120,49,Private,213408,HS-grad,9,Divorced,Sales,White,Female,0,40,US,<=50K
121,26,Private,213408,HS-grad,9,Never-married,Other-service,White,Female,0,40,Non-US,<=50K
122,51,Other,213408,HS-grad,9,Married,?,White,Male,0,12,US,<=50K
123,27,Private,213408,HS-grad,9,Married,Sales,White,Male,0,40,US,<=50K
124,35,Other,191497,Some-college,10,Married,?,Asian-Pac-Islander,Male,0,50,Non-US,<=50K
125,24,Private,191497,Bachelors,13,Never-married,Other-service,White,Male,0,40,US,<=50K
126,37,Other,213408,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
127,48,Private,213408,<=12th,6,Never-married,Other-service,Black,Male,0,40,US,<=50K
128,29,Other,191497,Some-college,10,Never-married,?,Black,Female,0,40,US,<=50K
129,36,Private,191497,Masters,14,Married,Sales,Asian-Pac-Islander,Male,0,50,Non-US,<=50K
130,30,Private,213408,Some-college,10,Married,Exec-managerial,Asian-Pac-Islander,Male,0,82,Non-US,>50K
131,55,Private,191497,HS-grad,9,Divorced,Other-service,Black,Female,0,40,US,<=50K
132,26,Private,191497,HS-grad,9,Never-married,Other-service,White,Female,0,40,US,<=50K
133,63,Other,274363,HS-grad,9,Never-married,Craft-repair,White,Male,0,6,US,<=50K
134,48,Private,191497,Bachelors,13,Divorced,Adm-clerical,White,Female,0,45,US,<=50K
135,17,Private,191497,Bachelors,13,Never-married,Other-service,Amer-Indian-Eskimo,Female,0,40,US,<=50K
136,49,Private,213408,<=12th,6,Divorced,Other-service,White,Female,0,40,US,<=50K
137,31,Private,191497,Masters,14,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
138,44,Private,213408,Masters,14,Divorced,Sales,White,Female,0,45,US,<=50K
139,20,Private,191497,Some-college,10,Separated,Sales,White,Male,0,40,US,<=50K
140,27,Other,191497,HS-grad,9,Married,?,White,Female,0,25,US,<=50K
141,21,Private,191497,HS-grad,9,Divorced,Other-service,White,Female,0,45,US,<=50K
142,36,Government,191497,Some-college,10,Never-married,Exec-managerial,Black,Male,0,40,Non-US,<=50K
143,18,Private,191497,HS-grad,9,Married,Farming-fishing,White,Male,0,40,US,<=50K
144,36,Private,191497,HS-grad,9,Separated,Machine-op-inspct,White,Male,0,40,US,<=50K
145,30,Private,191497,Some-college,10,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
146,44,Private,213408,Bachelors,13,Married,Sales,White,Male,0,50,US,>50K
147,44,Private,191497,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
148,51,Private,213408,HS-grad,9,Married,Adm-clerical,White,Male,0,40,US,<=50K
149,22,Private,191497,Some-college,10,Never-married,Protective-serv,Black,Male,0,40,US,<=50K
150,33,Other,213408,Some-college,10,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
151,33,Other,213408,HS-grad,9,Married,?,White,Male,0,32,US,<=50K
152,22,Private,213408,Some-college,10,Never-married,Exec-managerial,White,Female,0,60,US,<=50K
153,37,Other,213408,HS-grad,9,Married,Craft-repair,White,Male,0,60,US,>50K
154,18,Private,191497,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
155,27,Private,191497,Some-college,10,Never-married,Machine-op-inspct,White,Female,0,40,US,<=50K
156,20,Private,191497,Some-college,10,Never-married,Craft-repair,White,Male,0,40,US,<=50K
157,17,Private,191497,Some-college,10,Never-married,Exec-managerial,Asian-Pac-Islander,Female,0,40,Non-US,<=50K
158,33,Other,213408,HS-grad,9,Never-married,Other-service,Black,Male,0,40,US,<=50K
159,25,Private,274363,Assoc-voc,11,Divorced,Other-service,White,Female,0,52,US,<=50K
160,50,Government,213408,Bachelors,13,Married,Craft-repair,White,Male,0,40,US,>50K
161,20,Other,274363,<=12th,8,Never-married,Transport-moving,Black,Male,0,40,US,<=50K
162,35,Private,213408,Masters,14,Married,Sales,White,Male,0,50,US,<=50K
163,25,Private,213408,Some-college,10,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
164,66,Other,213408,Some-college,10,Divorced,?,White,Male,0,89,Non-US,<=50K
165,41,Private,213408,Bachelors,13,Never-married,Farming-fishing,White,Male,0,40,Non-US,>50K
166,28,Private,191497,Bachelors,13,Never-married,Prof-specialty,Black,Female,0,40,US,<=50K
167,50,Private,213408,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,>50K
168,48,Other,191497,Bachelors,13,Divorced,Exec-managerial,White,Female,0,45,US,<=50K
169,18,Other,213408,<=12th,6,Never-married,Other-service,White,Female,0,40,US,<=50K
170,33,Government,213408,Some-college,10,Married,Adm-clerical,White,Male,0,40,US,<=50K
171,43,Government,213408,Masters,14,Married,Prof-specialty,White,Female,0,14,US,>50K
172,40,Private,191497,HS-grad,9,Never-married,Other-service,Black,Female,0,40,US,<=50K
173,33,Other,213408,HS-grad,9,Married,Sales,White,Male,0,50,US,>50K
174,39,Private,213408,<=12th,4,Married,Farming-fishing,White,Male,0,40,US,<=50K
175,24,Private,191497,HS-grad,9,Never-married,Machine-op-inspct,Black,Male,0,40,US,<=50K
176,31,Private,213408,<=12th,5,Never-married,Other-service,White,Male,0,40,Non-US,<=50K
177,53,Private,213408,Bachelors,13,Married,Exec-managerial,White,Male,0,40,US,>50K
178,20,Private,213408,<=12th,7,Divorced,Other-service,Black,Female,0,40,US,<=50K
179,35,Private,213408,<=12th,4,Married,Exec-managerial,White,Male,0,40,US,>50K
180,18,Private,191497,HS-grad,9,Widowed,Sales,Black,Female,0,55,US,<=50K
181,66,Private,213408,Some-college,10,Married,Craft-repair,White,Male,0,60,US,<=50K
182,30,Private,191497,HS-grad,9,Separated,Machine-op-inspct,White,Female,0,40,US,<=50K
183,84,Other,213408,Bachelors,13,Married,Exec-managerial,White,Male,0,36,US,>50K
184,20,Private,213408,Some-college,10,Married,Machine-op-inspct,White,Female,0,40,US,<=50K
185,25,Private,213408,HS-grad,9,Married,Prof-specialty,White,Male,0,40,US,<=50K
186,25,Private,191497,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
187,25,Private,191497,Some-college,10,Never-married,Sales,White,Female,0,40,US,<=50K
188,19,Private,191497,HS-grad,9,Separated,Adm-clerical,White,Female,0,40,US,<=50K
189,21,Private,213408,Some-college,10,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
190,22,Other,191497,HS-grad,9,Never-married,Other-service,Black,Female,0,40,US,<=50K
191,23,Government,274363,Assoc-voc,11,Divorced,Farming-fishing,White,Male,0,40,US,<=50K
192,23,Private,191497,Bachelors,13,Never-married,Sales,White,Female,0,40,US,<=50K
193,17,Government,191497,Some-college,10,Never-married,?,Black,Female,0,62,US,<=50K
194,28,Private,213408,Bachelors,13,Married,Transport-moving,White,Male,0,40,Non-US,<=50K
195,33,Private,213408,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
196,51,Private,274363,HS-grad,9,Never-married,Craft-repair,Black,Male,0,40,US,<=50K
197,43,Government,213408,Some-college,10,Married,Adm-clerical,White,Male,0,40,US,<=50K
198,48,Private,191497,HS-grad,9,Divorced,Other-service,White,Female,0,40,US,<=50K
199,51,Private,191497,HS-grad,9,Never-married,Machine-op-inspct,Black,Female,0,40,US,<=50K
200,37,Private,213408,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
201,22,Other,191497,Some-college,10,Never-married,Other-service,Black,Female,0,39,US,<=50K
202,26,Other,191497,Prof-school,7,Married,Adm-clerical,White,Male,0,20,US,<=50K
203,21,Private,191497,HS-grad,9,Never-married,Other-service,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
204,36,Private,191497,Masters,14,Married,Prof-specialty,Asian-Pac-Islander,Male,4931,50,Non-US,>50K
205,44,Private,213408,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,>50K
206,39,Private,213408,Masters,1,Married,Adm-clerical,Asian-Pac-Islander,Male,3887,50,Non-US,<=50K
207,33,Private,191497,Some-college,10,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
208,45,Private,191497,Some-college,10,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
209,17,Government,274363,<=12th,5,Widowed,Protective-serv,Black,Male,0,40,US,<=50K
210,36,Private,213408,Masters,14,Married,Prof-specialty,White,Female,0,50,US,>50K
211,44,Other,274363,Doctorate,11,Divorced,Tech-support,White,Male,0,20,US,<=50K
212,26,Other,274363,Some-college,10,Never-married,?,White,Female,0,25,US,<=50K
213,22,Other,274363,Some-college,10,Never-married,?,White,Female,0,30,US,<=50K
214,49,Private,213408,<=12th,6,Never-married,Transport-moving,Amer-Indian-Eskimo,Male,0,40,US,<=50K
215,23,Private,191497,Bachelors,13,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
216,37,Private,213408,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
217,41,Private,213408,Bachelors,13,Married,Sales,White,Male,0,50,US,>50K
218,18,Private,191497,HS-grad,9,Never-married,Other-service,White,Female,0,20,US,<=50K
219,37,Private,191497,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
220,33,Private,213408,Some-college,10,Married,Craft-repair,White,Male,0,50,US,<=50K
221,36,Private,213408,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
222,20,Private,213408,<=12th,6,Never-married,Craft-repair,White,Male,0,40,US,<=50K
223,26,Private,191497,HS-grad,9,Divorced,Other-service,White,Female,0,45,US,<=50K
224,23,Other,274363,<=12th,7,Never-married,?,Amer-Indian-Eskimo,Female,0,38,US,<=50K
225,23,Private,191497,Assoc-acdm,12,Divorced,Adm-clerical,White,Female,0,45,US,<=50K
226,20,Government,191497,Some-college,10,Never-married,Craft-repair,White,Male,0,45,US,<=50K
227,48,Other,213408,<=12th,6,Divorced,Transport-moving,White,Male,0,30,US,<=50K
228,18,Private,191497,Prof-school,15,Separated,Farming-fishing,White,Female,0,20,US,<=50K
229,32,Private,213408,Some-college,10,Married,Sales,White,Male,0,50,US,>50K
230,39,Private,213408,<=12th,4,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
231,22,Private,213408,Some-college,10,Never-married,Machine-op-inspct,White,Male,0,40,US,<=50K
232,26,Other,191497,Bachelors,13,Never-married,Prof-specialty,White,Female,0,45,US,<=50K
233,20,Private,191497,Bachelors,13,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,0,40,US,<=50K
234,26,Private,213408,HS-grad,9,Married,Craft-repair,White,Male,0,45,Non-US,<=50K
235,37,Other,191497,HS-grad,9,Never-married,?,White,Male,0,30,US,<=50K
236,27,Other,191497,Some-college,10,Never-married,Farming-fishing,Asian-Pac-Islander,Male,0,50,Non-US,<=50K
237,26,Private,213408,HS-grad,9,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
238,18,Other,191497,Bachelors,13,Never-married,Farming-fishing,Asian-Pac-Islander,Female,0,32,US,<=50K
239,39,Other,213408,Prof-school,15,Married,Exec-managerial,White,Male,0,50,US,>50K
240,18,Private,213408,<=12th,6,Married,Sales,White,Male,0,50,US,>50K
241,34,Government,213408,HS-grad,9,Never-married,Adm-clerical,White,Male,0,40,US,<=50K
242,36,Private,191497,Masters,14,Married,Prof-specialty,White,Male,0,50,US,>50K
243,33,Private,213408,HS-grad,9,Married,Sales,White,Male,0,50,US,<=50K
244,41,Private,213408,Some-college,10,Married,Adm-clerical,White,Male,0,40,US,>50K
245,37,Private,213408,Bachelors,13,Married,Exec-managerial,White,Male,0,40,US,>50K
246,33,Private,213408,HS-grad,9,Married,Adm-clerical,White,Male,0,40,US,<=50K
247,22,Private,213408,HS-grad,9,Married,Machine-op-inspct,White,Female,0,40,US,<=50K
248,22,Private,213408,HS-grad,9,Never-married,Other-service,White,Female,0,40,US,<=50K
249,28,Private,213408,Bachelors,13,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
250,17,Private,213408,Some-college,10,Never-married,Other-service,White,Female,0,20,US,<=50K
251,39,Private,213408,Some-college,10,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
252,39,Private,213408,<=12th,4,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
253,20,Private,274363,Some-college,10,Never-married,Other-service,White,Female,0,89,Non-US,<=50K
254,27,Other,274363,Some-college,10,Never-married,?,White,Male,0,40,US,<=50K
255,22,Private,213408,<=12th,5,Never-married,Other-service,White,Male,0,40,US,<=50K
256,32,Other,213408,HS-grad,9,Married,Sales,White,Male,0,50,US,>50K
257,40,Private,213408,Bachelors,13,Married,Exec-managerial,White,Male,0,40,US,>50K
258,30,Private,213408,Bachelors,13,Married,Prof-specialty,White,Female,0,45,US,<=50K
259,39,Private,274363,Bachelors,13,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
260,20,Private,213408,<=12th,3,Never-married,Handlers-cleaners,White,Male,0,40,Non-US,<=50K
261,37,Private,213408,HS-grad,9,Divorced,Handlers-cleaners,White,Male,0,40,US,<=50K
262,18,Private,213408,<=12th,5,Never-married,Other-service,White,Female,0,40,Non-US,<=50K
263,32,Private,213408,<=12th,4,Married,Craft-repair,White,Male,0,50,US,<=50K
264,22,Other,191497,Some-college,10,Never-married,Transport-moving,Asian-Pac-Islander,Male,0,40,US,<=50K
265,35,Private,213408,HS-grad,9,Married,Transport-moving,White,Male,0,50,US,>50K
266,43,Private,213408,<=12th,5,Never-married,Other-service,White,Female,0,40,Non-US,<=50K
267,26,Private,191497,Assoc-voc,11,Divorced,Machine-op-inspct,White,Male,0,45,US,<=50K
268,22,Private,191497,HS-grad,9,Never-married,Machine-op-inspct,Black,Female,0,40,US,<=50K
269,53,Private,191497,Bachelors,13,Divorced,Other-service,Black,Female,0,40,US,<=50K
270,17,Government,213408,<=12th,5,Never-married,Transport-moving,Black,Male,0,40,US,<=50K
271,33,Other,213408,Bachelors,13,Married,Sales,White,Male,0,50,US,>50K
272,38,Private,213408,HS-grad,9,Married,Farming-fishing,White,Male,0,40,US,<=50K
273,18,Private,191497,Bachelors,13,Never-married,Prof-specialty,White,Female,0,45,US,<=50K
274,44,Government,191497,Some-college,10,Divorced,Other-service,Black,Female,0,40,US,<=50K
275,41,Private,213408,<=12th,5,Divorced,Transport-moving,White,Male,0,45,US,<=50K
276,37,Private,191497,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
277,37,Private,213408,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
278,41,Private,191497,Bachelors,13,Divorced,Craft-repair,White,Male,0,40,US,<=50K
279,17,Private,213408,<=12th,6,Married,Craft-repair,White,Male,0,30,US,<=50K
280,49,Other,213408,<=12th,6,Never-married,Craft-repair,White,Male,0,35,US,<=50K
281,53,Government,105438,Some-college,5,Married,Transport-moving,White,Male,0,40,US,>50K
282,20,Private,213408,<=12th,8,Never-married,Transport-moving,White,Male,0,40,US,<=50K
283,27,Government,213408,HS-grad,9,Married,Adm-clerical,White,Female,0,40,US,<=50K
284,32,Private,213408,<=12th,6,Married,Craft-repair,White,Male,0,40,US,<=50K
285,25,Private,213408,Some-college,10,Married,Sales,White,Male,0,50,US,<=50K
286,32,Private,213408,Bachelors,13,Divorced,Exec-managerial,White,Male,0,40,US,<=50K
287,39,Government,213408,Some-college,10,Married,Exec-managerial,White,Male,0,50,US,>50K
288,27,Other,191497,HS-grad,9,Divorced,?,White,Female,0,40,US,<=50K
289,17,Other,213408,<=12th,6,Never-married,Transport-moving,White,Male,0,50,US,<=50K
290,32,Other,213408,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
291,45,Private,191497,Some-college,10,Never-married,Exec-managerial,White,Female,0,40,US,<=50K
292,30,Private,191497,HS-grad,9,Divorced,Machine-op-inspct,White,Male,0,64,Non-US,<=50K
293,24,Private,191497,Bachelors,13,Never-married,Adm-clerical,Black,Male,0,40,US,<=50K
294,43,Private,213408,Some-college,10,Married,Exec-managerial,White,Female,0,40,US,<=50K
295,17,Private,213408,<=12th,6,Never-married,Other-service,Black,Female,0,40,US,<=50K
296,44,Private,191497,HS-grad,7,Separated,Machine-op-inspct,White,Female,0,20,US,<=50K
297,31,Private,213408,Some-college,10,Never-married,Other-service,White,Female,0,50,US,<=50K
298,27,Other,191497,HS-grad,9,Never-married,?,White,Male,0,20,US,<=50K
299,43,Private,213408,Bachelors,13,Married,Sales,White,Male,0,40,US,>50K
300,28,Government,274363,Bachelors,13,Never-married,Prof-specialty,Black,Female,0,40,US,<=50K
301,33,Private,191497,HS-grad,9,Never-married,Transport-moving,White,Male,0,20,US,<=50K
302,44,Private,191497,Assoc-voc,11,Married,Other-service,White,Male,0,52,US,>50K
303,34,Private,213408,Masters,14,Married,Exec-managerial,White,Male,0,50,US,<=50K
