age,workclass,fnlwgt,education,educational.num,marital.status,occupation,race,gender,capital.gain,capital.loss,hours.per.week,native.country,income
53,Private,173582,Bachelors,9,Divorced,Prof-specialty,White,Male,5,0,35,US,<=50K
37,Private,344509,HS-grad,9,Married,Tech-support,Asian-Pac-Islander,Female,61,0,40,Non-US,<=50K
42,Private,243682,Prof-school,16,Married,Prof-specialty,Asian-Pac-Islander,Male,0,0,49,Non-US,<=50K
34,Private,43614,Some-college,10,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,51,0,40,US,<=50K
30,Private,227159,HS-grad,9,Divorced,Adm-clerical,White,Female,14,3,75,US,<=50K
30,Private,161096,Masters,10,Never-married,Sales,White,Male,8015,0,35,Non-US,>50K
29,Government,142511,Some-college,10,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,35,0,44,US,<=50K
49,Private,188708,HS-grad,9,Never-married,Other-service,White,Female,12,0,43,US,>50K
53,Private,184659,<=12th,6,Married,Machine-op-inspct,Black,Male,20,0,37,US,<=50K
47,Private,202721,Bachelors,13,Married,Sales,White,Male,0,1,51,US,>50K
50,Private,49806,<=12th,5,Married,Machine-op-inspct,White,Male,58,0,40,US,<=50K
32,Private,245238,<=12th,4,Never-married,Farming-fishing,White,Male,58,1,23,Non-US,<=50K
38,Private,180425,Some-college,10,Married,Handlers-cleaners,White,Male,0,0,40,US,<=50K
49,Government,150017,Some-college,10,Divorced,Adm-clerical,White,Female,8,3,40,US,<=50K
33,Private,149188,HS-grad,9,Never-married,Other-service,Black,Male,34,1,33,US,<=50K
28,Private,211139,HS-grad,9,Divorced,Handlers-cleaners,White,Male,0,1,50,US,<=50K
48,Private,195669,HS-grad,9,Married,Exec-managerial,White,Male,0,0,40,US,<=50K
72,Private,187707,<=12th,7,Never-married,Machine-op-inspct,Black,Male,43,0,39,US,<=50K
39,Private,248963,HS-grad,9,Married,Craft-repair,Black,Female,18,0,50,US,>50K
56,Private,199186,Some-college,13,Divorced,Prof-specialty,White,Female,38,1,45,US,<=50K
52,Private,200861,Some-college,10,Divorced,Sales,White,Female,14,2,40,Non-US,<=50K
24,Government,171206,Bachelors,13,Married,Tech-support,White,Male,72,0,40,US,>50K
25,Private,166890,HS-grad,9,Never-married,Transport-moving,Asian-Pac-Islander,Male,26,0,40,Non-US,<=50K
39,Government,154821,Bachelors,13,Never-married,Prof-specialty,White,Female,30,1,40,US,<=50K
24,Government,179927,Assoc-acdm,11,Never-married,Prof-specialty,White,Male,55,1,67,US,>50K
54,Private,339275,HS-grad,9,Divorced,Other-service,White,Female,27,0,40,US,<=50K
21,Private,53166,HS-grad,9,Married,Handlers-cleaners,White,Male,0,0,58,US,<=50K
25,Private,284120,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,54,0,59,US,<=50K
24,Private,281900,HS-grad,9,Separated,Transport-moving,White,Female,4,0,51,US,<=50K
54,Private,192862,HS-grad,9,Married,Handlers-cleaners,White,Male,40,1,41,US,<=50K
28,Government,31762,Some-college,10,Never-married,Adm-clerical,White,Female,16,0,40,US,<=50K
22,Private,175526,Assoc-voc,11,Never-married,Other-service,Black,Female,10,0,40,US,<=50K
22,Private,141543,HS-grad,9,Never-married,Transport-moving,Black,Female,3819,0,20,US,<=50K
26,Private,243100,HS-grad,9,Married,Adm-clerical,White,Female,0,0,37,Non-US,<=50K
50,Self-emp-inc,239076,HS-grad,9,Married,Prof-specialty,White,Male,31,0,50,US,>50K
60,Self-emp-not-inc,262477,HS-grad,9,Married,Other-service,White,Male,0,1,14,US,<=50K
51,Government,68448,Bachelors,13,Divorced,Prof-specialty,White,Female,16,0,24,US,<=50K
43,Government,46700,Prof-school,15,Married,Exec-managerial,White,Male,29,0,59,US,>50K
34,Private,56470,Bachelors,5,Divorced,Machine-op-inspct,White,Female,3115,1,11,US,<=50K
31,Self-emp-inc,210829,Prof-school,13,Never-married,Prof-specialty,White,Female,12,1,40,Non-US,>50K
43,Self-emp-not-inc,169049,Some-college,10,Married,Other-service,Asian-Pac-Islander,Male,0,1889,45,US,>50K
26,Government,216751,<=12th,6,Never-married,Farming-fishing,White,Female,2,0,13,US,<=50K
63,Private,67356,<=12th,11,Married,Craft-repair,White,Male,22,0,40,US,<=50K
57,Self-emp-not-inc,47492,Some-college,10,Married,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Non-US,>50K
28,Government,214124,HS-grad,9,Never-married,Protective-serv,Black,Male,0,0,35,US,<=50K
26,Private,212667,Some-college,10,Never-married,Adm-clerical,White,Female,39,0,40,US,<=50K
20,Private,202568,<=12th,7,Never-married,Handlers-cleaners,White,Female,1,1,40,US,<=50K
46,Government,151491,Some-college,10,Married,Machine-op-inspct,Black,Male,19,0,40,US,>50K
39,Private,292705,Some-college,10,Divorced,Craft-repair,Black,Female,20,0,34,US,<=50K
61,Self-emp-inc,99900,HS-grad,9,Married,Exec-managerial,White,Female,19,2,61,US,<=50K
28,Private,302025,Bachelors,13,Married,Prof-specialty,Asian-Pac-Islander,Female,0,0,74,Non-US,<=50K
34,Government,152186,Some-college,10,Married,Craft-repair,White,Male,15,3,59,US,<=50K
54,Private,27914,<=12th,5,Married,Machine-op-inspct,White,Female,17,1,40,US,<=50K
17,Private,73590,<=12th,7,Never-married,Craft-repair,White,Male,0,1,21,US,<=50K
34,Private,316086,HS-grad,9,Divorced,Exec-managerial,White,Female,18,0,45,Non-US,<=50K
34,Private,214000,HS-grad,9,Married,Transport-moving,White,Male,1,2,40,US,<=50K
57,Private,167578,HS-grad,9,Married,Exec-managerial,Other,Female,1,0,40,US,<=50K
23,Private,190801,HS-grad,9,Never-married,Adm-clerical,White,Female,22,0,40,US,<=50K
42,Private,220454,Bachelors,13,Married,Adm-clerical,White,Male,5,0,40,US,<=50K
56,Self-emp-inc,65696,Bachelors,10,Divorced,Exec-managerial,White,Female,15899,2,40,US,>50K
36,Self-emp-not-inc,209607,Bachelors,13,Married,Exec-managerial,White,Male,17,0,26,US,>50K
23,Government,315349,Assoc-voc,11,Never-married,Adm-clerical,Amer-Indian-Eskimo,Male,22,1685,40,Non-US,<=50K
44,Private,176522,<=12th,3,Married,Other-service,White,Male,25,0,37,US,<=50K
42,Self-emp-not-inc,228962,HS-grad,9,Married,Handlers-cleaners,White,Male,0,0,70,US,>50K
53,Government,50219,Bachelors,13,Never-married,Handlers-cleaners,Black,Male,46,0,40,US,<=50K
36,Private,333070,HS-grad,9,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,41,0,45,US,<=50K
48,Private,230113,<=12th,4,Married,Machine-op-inspct,White,Male,8,0,39,US,<=50K
45,Self-emp-not-inc,79698,HS-grad,9,Married,Transport-moving,White,Male,38,1,45,US,>50K
75,Private,107298,Bachelors,13,Married,Prof-specialty,Asian-Pac-Islander,Female,45,0,40,Non-US,<=50K
37,Private,162292,Masters,14,Never-married,Prof-specialty,White,Female,10,0,50,US,<=50K
58,Government,34000,Assoc-voc,11,Married,Prof-specialty,Black,Female,30,1,40,US,<=50K
36,Private,145401,Some-college,10,Married,Sales,White,Male,36,0,40,US,<=50K
42,Private,172657,HS-grad,9,Divorced,Machine-op-inspct,White,Female,38,1,40,Non-US,<=50K
24,Private,90551,<=12th,7,Never-married,Handlers-cleaners,Black,Male,54,0,21,US,>50K
28,Private,236611,HS-grad,9,Married,Prof-specialty,Asian-Pac-Islander,Female,13,1,50,Non-US,<=50K
44,Private,434222,HS-grad,9,Married,Machine-op-inspct,White,Male,0,0,40,US,<=50K
41,Government,185381,Some-college,10,Never-married,Craft-repair,Black,Male,59,0,35,US,<=50K
45,Self-emp-not-inc,200611,Assoc-acdm,15,Married,Handlers-cleaners,White,Male,37,0,50,US,<=50K
32,Private,44448,HS-grad,9,Never-married,Handlers-cleaners,White,Male,2,0,51,US,<=50K
30,Private,329900,Assoc-acdm,12,Never-married,Sales,White,Female,17,0,15,Non-US,<=50K
54,Private,421177,<=12th,4,Married,Machine-op-inspct,White,Male,0,0,40,US,<=50K
24,Private,209902,Some-college,10,Never-married,Other-service,White,Male,31,0,40,US,<=50K
46,Private,244610,Some-college,10,Never-married,Craft-repair,White,Male,6,0,40,US,<=50K
41,Government,184024,Masters,15,Never-married,Prof-specialty,Asian-Pac-Islander,Female,9,0,40,Non-US,>50K
43,Self-emp-not-inc,33016,Some-college,10,Married,Farming-fishing,White,Male,24,0,73,US,<=50K
20,Private,181111,HS-grad,9,Never-married,Adm-clerical,Black,Female,16,0,31,US,<=50K
48,Government,240537,Some-college,10,Separated,Adm-clerical,Asian-Pac-Islander,Female,14530,0,40,Non-US,>50K
48,Private,30635,HS-grad,9,Married,Adm-clerical,White,Female,0,0,50,US,<=50K
38,Self-emp-not-inc,319518,HS-grad,9,Married,Adm-clerical,White,Female,22,0,40,US,>50K
43,Private,158459,HS-grad,13,Married,Exec-managerial,White,Male,0,1,50,US,>50K
37,Private,350231,HS-grad,9,Divorced,Craft-repair,White,Female,0,0,45,US,<=50K
37,Self-emp-not-inc,277147,HS-grad,9,Married,Other-service,White,Male,0,1,40,US,<=50K
33,Private,356436,HS-grad,9,Divorced,Other-service,Asian-Pac-Islander,Female,0,0,22,Non-US,<=50K
45,Self-emp-not-inc,430601,HS-grad,9,Separated,Transport-moving,White,Male,0,0,40,US,<=50K
43,Self-emp-inc,150918,HS-grad,9,Married,Other-service,White,Male,17,1,38,US,<=50K
31,Private,243553,Assoc-acdm,9,Never-married,Sales,White,Male,35,1,50,US,<=50K
20,Private,47732,HS-grad,9,Never-married,Other-service,White,Male,10,1,36,US,<=50K
63,Government,186439,Some-college,10,Divorced,Adm-clerical,White,Female,15,1,40,US,<=50K
29,Private,379740,Bachelors,13,Divorced,Tech-support,White,Female,14,0,40,US,<=50K
54,Private,99686,HS-grad,9,Divorced,Exec-managerial,White,Female,55,0,40,US,<=50K
49,Private,119336,Assoc-voc,6,Married,Transport-moving,White,Male,47,0,40,US,>50K
27,Private,162965,HS-grad,9,Never-married,Other-service,Black,Male,0,1,40,US,<=50K
34,Private,252813,Assoc-acdm,6,Married,Craft-repair,White,Male,8006,1802,40,US,>50K
46,Self-emp-not-inc,44845,HS-grad,9,Divorced,Other-service,White,Male,24,0,40,US,<=50K
37,Private,169210,Some-college,10,Married,Adm-clerical,White,Male,14,0,40,US,<=50K
24,Self-emp-inc,179285,Some-college,10,Divorced,Exec-managerial,White,Female,25,0,39,US,<=50K
46,Private,70972,Bachelors,13,Divorced,Adm-clerical,White,Female,12,0,40,US,<=50K
25,Self-emp-inc,259106,HS-grad,9,Never-married,Machine-op-inspct,White,Male,17,1,50,US,<=50K
52,Private,217032,<=12th,7,Married,Craft-repair,White,Male,46,0,39,Non-US,<=50K
27,Private,202346,Bachelors,13,Never-married,Tech-support,White,Female,6,0,40,US,<=50K
62,Private,95455,<=12th,5,Divorced,Handlers-cleaners,White,Female,0,0,31,US,<=50K
24,Private,279904,HS-grad,9,Never-married,Handlers-cleaners,White,Female,78,0,40,US,<=50K
20,Self-emp-not-inc,71984,Some-college,10,Never-married,Adm-clerical,Black,Female,39,0,37,US,<=50K
33,Government,33104,HS-grad,9,Married,Handlers-cleaners,White,Male,56,0,40,US,<=50K
41,Private,161310,Some-college,10,Divorced,Other-service,White,Male,37,0,38,US,<=50K
33,Private,183519,Bachelors,13,Divorced,Exec-managerial,White,Male,3170,0,32,US,<=50K
48,Private,233758,HS-grad,9,Divorced,Exec-managerial,White,Male,15,0,40,US,<=50K
59,Self-emp-not-inc,33932,HS-grad,9,Married,Farming-fishing,White,Male,15003,1,52,US,<=50K
54,Government,79201,Assoc-voc,11,Married,Adm-clerical,White,Female,18,0,61,US,<=50K
35,Private,99386,Some-college,10,Married,Tech-support,White,Male,7546,1,40,US,>50K
48,Private,164886,<=12th,13,Divorced,Machine-op-inspct,Black,Female,24,0,50,US,<=50K
42,Private,88390,Assoc-voc,10,Married,Machine-op-inspct,White,Male,17,1,40,Non-US,<=50K
44,Private,23525,<=12th,7,Married,Craft-repair,Asian-Pac-Islander,Male,31,0,21,Non-US,>50K
32,Government,194599,HS-grad,9,Married,Handlers-cleaners,White,Male,30,0,50,US,>50K
40,Private,192576,Doctorate,15,Married,Prof-specialty,White,Male,8147,1827,40,US,>50K
30,Private,150952,Prof-school,12,Divorced,Prof-specialty,White,Female,29,0,49,US,<=50K
23,Government,43339,Some-college,10,Never-married,Prof-specialty,White,Female,27,0,40,US,<=50K
25,Private,213384,<=12th,7,Never-married,Farming-fishing,White,Male,1,0,40,US,<=50K
56,Self-emp-inc,177211,Masters,9,Married,Protective-serv,White,Male,7986,1,45,US,>50K
55,Government,136946,Bachelors,13,Never-married,Prof-specialty,White,Female,36,1,40,US,<=50K
56,Private,94772,Bachelors,13,Married,Prof-specialty,Asian-Pac-Islander,Female,7212,1784,50,Non-US,>50K
32,Private,37789,Some-college,10,Divorced,Adm-clerical,White,Female,37,0,40,US,<=50K
34,Private,211391,HS-grad,14,Married,Exec-managerial,White,Female,44,0,40,US,<=50K
58,Self-emp-not-inc,250180,Assoc-acdm,12,Divorced,Adm-clerical,White,Female,44,0,40,US,>50K
31,Private,192981,Assoc-acdm,12,Never-married,Machine-op-inspct,White,Female,1,0,40,US,<=50K
49,Private,200105,<=12th,7,Married,Sales,White,Male,0,0,51,US,<=50K
43,Private,174926,Masters,14,Divorced,Exec-managerial,White,Female,28,0,50,US,>50K
42,Private,213536,Assoc-voc,11,Married,Other-service,White,Female,4,2,40,US,>50K
39,Private,106337,Assoc-voc,11,Married,Craft-repair,White,Male,0,0,40,US,<=50K
53,Private,256825,HS-grad,9,Married,Handlers-cleaners,White,Male,60,0,60,US,<=50K
46,Private,208988,<=12th,4,Married,Handlers-cleaners,White,Male,0,0,40,US,<=50K
49,Private,258071,HS-grad,9,Never-married,Transport-moving,White,Male,3357,0,22,US,<=50K
